posting_id,label_group,Precision@1,Recall@1,Precision@3,Recall@3,Precision@5,Recall@5,Precision@10,Recall@10,AP
train_402857321,4244588097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1291020615,2671218489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_3722433776,1339781222,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
train_2249695666,3141130737,0.0,0.0,0.3333,0.3333,0.2,0.2,0.2,0.3333,0.1111
train_587273876,3056563557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_2314397221,3047199361,0.0,0.0,0.3333,0.3333,0.4,0.5,0.2,0.5,0.225
train_1638289424,3047199361,0.0,0.0,0.3333,0.3333,0.4,0.5,0.2,0.5,0.225
train_3214892407,2138357912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_467650717,3910554888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1763800822,234541980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_3750922072,3889604687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_981823779,2488904728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_294226886,3359855573,0.0,0.0,0.3333,1.0,0.2,1.0,0.1,1.0,0.5
train_4024778668,1341102124,1.0,1.0,1.0,1.0,0.6,0.75,0.3,0.75,0.75
train_2783074831,3032617451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_2759031255,1955022624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_2072280305,2231157963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1119669895,1767634952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_3263469218,3003071344,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
train_523969056,1809363506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_2874692930,3217472653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1519353644,2050504093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1533313897,236736192,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
train_2316939172,822257655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_98545496,3627744656,1.0,1.0,1.0,1.0,0.8,0.8,0.4,0.4,0.08
train_2332343186,563107430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_2923752031,3418578881,1.0,1.0,0.6667,0.6667,0.4,0.4,0.3,0.5,0.3889
train_3448782438,3241523388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_888158742,2868616103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_3224482261,1055845393,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
train_2428151068,2180991367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_4261898551,1515223424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_327045414,3115178543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_104405502,2999794436,1.0,1.0,1.0,1.0,0.8,0.8,0.4,0.4,0.1226
train_3274120669,3000792516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_2655320116,3661717533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1573521901,4289705434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_4188839083,821583868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1576802482,218472493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_694864032,3857576768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1104954942,1105034441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_3901736542,2627783199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_679126339,2963446322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_753728029,1406531816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_918329390,941180455,1.0,1.0,0.3333,0.3333,0.2,0.2,0.1,0.1667,0.1667
train_3326161027,1375874913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1068863298,1797647885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1818337804,1341102124,1.0,1.0,1.0,1.0,0.6,0.75,0.3,0.75,0.75
train_2753752479,2953947465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_3825253700,506623322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_3403148767,621760789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1484200628,2253967885,1.0,1.0,1.0,1.0,0.8,0.8,0.4,0.4,0.3636
train_4247731633,474145947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_3013366218,834544767,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
train_2412703382,834544767,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
train_25585690,834544767,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
train_2112863472,3172177873,1.0,1.0,1.0,1.0,0.6,0.6,0.3,0.6,0.6
train_970541796,3172177873,1.0,1.0,1.0,1.0,0.6,0.6,0.3,0.6,0.6
train_341150118,1322597928,1.0,1.0,1.0,1.0,0.8,0.8,0.4,0.4,0.3636
train_3394773797,717063212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_777821140,1322597928,1.0,1.0,0.6667,0.6667,0.6,0.6,0.3,0.3,0.2197
train_2931326817,3365517875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_2602573299,3045571571,1.0,1.0,0.6667,1.0,0.4,1.0,0.2,1.0,1.0
train_2006943278,3377803176,0.0,0.0,0.3333,0.3333,0.2,0.3333,0.1,0.3333,0.1667
train_2687711592,3907091402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_3772707616,2065800266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_459859536,3602809108,1.0,1.0,1.0,1.0,0.8,0.8,0.4,0.5714,0.5714
train_3982440359,1165453206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1112042395,2262271880,1.0,1.0,0.3333,0.5,0.2,0.5,0.1,0.5,0.5
train_2516392554,2871930336,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
train_978754594,120145918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_4173838282,2714821158,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
train_2697505758,877705286,1.0,1.0,0.6667,0.6667,0.4,0.6667,0.2,0.6667,0.6667
train_4095314731,2892673176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1880227307,3794731141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_118926378,2685155852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_3751246397,331632016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_2876033769,554411564,1.0,1.0,0.6667,1.0,0.4,1.0,0.2,1.0,1.0
train_185281595,436640459,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
train_2856557965,2168147177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1212495748,1378638675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_76713869,2914188294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1822026105,4287150810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1659738670,3042612735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1260118146,3421323344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1525184892,2919415931,1.0,1.0,0.3333,0.3333,0.2,0.25,0.1,0.25,0.25
train_2802783980,1091404026,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0038
train_1405394902,638040143,1.0,1.0,1.0,1.0,0.6,0.6,0.4,0.8,0.6889
train_1715124796,2008989859,1.0,1.0,1.0,1.0,0.8,0.8,0.4,0.4,0.1176
train_1509228926,3135220831,0.0,0.0,0.3333,0.5,0.2,0.5,0.1,0.5,0.25
train_2232341672,1200038008,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
train_1742462382,2164641716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1895576538,2104476621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_3569167892,3123493047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_599597383,1034637425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_2153258596,2648215413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_468489220,1569494229,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.2381
train_468810476,1569494229,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.2381
train_1827946759,4105802637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1368053896,3449689544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1704440710,1931898332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1914067608,1339662767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_3295799432,4289165936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_4217424813,1101059032,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.875,0.875
train_32017902,713746982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_421654747,4189236082,1.0,1.0,0.3333,0.3333,0.4,0.4,0.2,0.2,0.15
train_593198585,1935870504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1519003789,2992828829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_537329387,3793366121,1.0,1.0,1.0,1.0,0.8,1.0,0.4,1.0,1.0
train_1863596714,3831662130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_307556011,943295181,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
train_3770818842,1281010192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_3990168439,2669958634,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
train_2647092332,163505030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_4256358974,3400674385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1410386353,1480080250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_465926663,2041202864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_2562548379,1764481177,1.0,1.0,1.0,1.0,0.6,0.6,0.3,0.375,0.375
train_3136664375,503126361,1.0,1.0,1.0,1.0,0.8,0.8,0.4,0.8,0.8
train_3957256548,503126361,1.0,1.0,1.0,1.0,0.8,0.8,0.4,0.8,0.8
train_1013530599,1047766797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1291914485,1684181226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_2997658812,893330862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_518121744,3441184770,1.0,1.0,0.3333,0.3333,0.2,0.2,0.1,0.1,0.0476
train_3564636263,506905780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_2592828345,1542179482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_440809177,1521746593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_2643020173,954571849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_2634819801,721448292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_432123276,3461928445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_2623930891,3813608589,1.0,1.0,1.0,1.0,0.8,0.8,0.7,0.7778,0.7101
train_3752363785,2562722197,1.0,1.0,0.3333,0.3333,0.2,0.2,0.1,0.2,0.2
train_2617399758,1261987196,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.4286
train_866245802,200546632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_2608466494,1490335536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_466066948,4014703453,1.0,1.0,1.0,1.0,1.0,1.0,0.6,1.0,0.9762
train_400209978,2471413169,1.0,1.0,0.6667,1.0,0.4,1.0,0.2,1.0,1.0
train_308788408,2471413169,1.0,1.0,0.6667,1.0,0.4,1.0,0.2,1.0,1.0
train_1722967178,115650745,1.0,1.0,0.6667,0.6667,0.4,0.4,0.3,0.6,0.5
train_4244986756,3641932982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_939642859,2461475874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_3328832408,1367100589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_2591794018,1407880300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1384946741,1673669565,1.0,1.0,0.3333,0.3333,0.2,0.2,0.1,0.1,0.0667
train_1375224706,3798148356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_703694896,296475017,1.0,1.0,0.3333,0.3333,0.2,0.2,0.1,0.1429,0.1429
train_864025966,2980580336,1.0,1.0,0.3333,0.3333,0.2,0.2,0.1,0.1429,0.1429
train_36830225,2878821825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_2448280596,2932987408,1.0,1.0,0.6667,0.6667,0.8,0.8,0.9,1.0,0.8783
train_4240931685,165773429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1431092916,2933572724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_2817084676,4229237230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_75834769,1931898332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1478250943,1953458414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_929886764,986496525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1189791737,1226243819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1126256421,2133195883,1.0,1.0,1.0,1.0,0.6,0.75,0.3,0.75,0.75
train_906712265,2133195883,1.0,1.0,1.0,1.0,0.6,0.75,0.3,0.75,0.75
train_2815357083,2667911404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_564895343,709353370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1676522347,1481430555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_3082338701,642989380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_3383589197,3992876821,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
train_2257849401,2522279477,1.0,1.0,0.6667,1.0,0.4,1.0,0.2,1.0,1.0
train_1496308686,2047392365,1.0,1.0,1.0,1.0,0.6,0.6,0.3,0.4286,0.4286
train_724881221,3976435556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_169275219,1811443251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_2723605082,4012802395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_3917711557,2103078523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_3657639135,1479482005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_2411548606,4189236082,1.0,1.0,1.0,1.0,0.6,0.6,0.4,0.4,0.3667
train_3614359472,3299506042,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.6068
train_3036323937,3417939455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_2461554320,1600512149,1.0,1.0,1.0,1.0,0.8,1.0,0.4,1.0,1.0
train_212168163,1600512149,1.0,1.0,1.0,1.0,0.8,1.0,0.4,1.0,1.0
train_3767686598,1600512149,1.0,1.0,1.0,1.0,0.8,1.0,0.4,1.0,1.0
train_889152419,1600512149,1.0,1.0,1.0,1.0,0.8,1.0,0.4,1.0,1.0
train_1105386091,1508883541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1894176288,1139560147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1637816928,2937525435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_2598122117,2521100005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_2616860879,719867603,1.0,1.0,0.3333,0.3333,0.2,0.25,0.1,0.25,0.25
train_1088184502,837990024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333
train_2834762182,3593613060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_2169748992,3075209659,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
train_1077358902,3586500603,1.0,1.0,1.0,1.0,0.6,0.6,0.3,0.3,0.1875
train_889767903,425970508,1.0,1.0,0.3333,0.5,0.2,0.5,0.1,0.5,0.5
train_3681254955,2996235483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1659243198,3029544324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1107848704,3547938707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_2812944102,2413403492,1.0,1.0,0.6667,0.6667,0.4,0.6667,0.2,0.6667,0.6667
train_438036326,3113678103,1.0,1.0,1.0,1.0,0.6,0.6,0.3,0.3,0.06
train_334983429,2459323567,0.0,0.0,0.3333,0.3333,0.2,0.2,0.1,0.2,0.1
train_2699894644,2377831355,1.0,1.0,0.3333,0.3333,0.2,0.2,0.1,0.1,0.0833
train_11520671,2862284787,1.0,1.0,0.3333,0.5,0.2,0.5,0.1,0.5,0.5
train_3834502694,1385441259,1.0,1.0,1.0,1.0,1.0,1.0,0.6,1.0,1.0
train_1841676221,1385441259,1.0,1.0,1.0,1.0,1.0,1.0,0.6,1.0,1.0
train_303636192,1385441259,1.0,1.0,1.0,1.0,1.0,1.0,0.6,1.0,1.0
train_462110688,456689157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_3026019193,2973439210,1.0,1.0,0.6667,0.6667,0.4,0.6667,0.2,0.6667,0.6667
train_1429098400,3928258801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_3814919174,721309135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_3642650587,3829983180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_2554398684,66247839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1605781075,3416183195,1.0,1.0,1.0,1.0,1.0,1.0,0.6,1.0,1.0
train_340024493,2599755121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_118756187,3798330592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_28816640,3671076233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_4068301972,904616841,1.0,1.0,0.6667,0.6667,0.4,0.6667,0.2,0.6667,0.6667
train_2533320342,2948725048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_170639565,2306537005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1943986671,997220911,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3448
train_2220918062,3467612176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_3631433378,3642429295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1840871302,85583521,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
train_2882509827,354095452,1.0,1.0,0.3333,0.3333,0.4,0.6667,0.2,0.6667,0.4667
train_2991531475,1813822567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_2832386643,871931738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_204215001,699051387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1079109528,1952403181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1912512202,1142038310,1.0,1.0,1.0,1.0,0.8,0.8,0.4,0.4,0.3077
train_1126215539,1043532108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_3736635399,1344355875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1403112921,2892673176,1.0,1.0,0.3333,0.3333,0.2,0.25,0.1,0.25,0.25
train_3794191272,3713140455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_3064685478,2403853885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_178826802,1502042054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_2405663010,2339638407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_692147769,2410044879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_4019426307,4003277752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_899329879,1618962745,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
train_1439596971,2090352720,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_3182965310,775559632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_3035712886,3582011792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_2587341075,3630392389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1888262806,38414667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_394877084,2403542018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_3504606446,4184214313,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.2059
train_1190240122,3113678103,1.0,1.0,1.0,1.0,0.6,0.6,0.3,0.3,0.06
train_2770863843,2674362245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_74338276,1468355072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_3494709018,1285119273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1903848700,2602533565,1.0,1.0,0.3333,0.3333,0.2,0.2,0.1,0.1667,0.1667
train_1507573078,3857533630,1.0,1.0,1.0,1.0,0.8,1.0,0.4,1.0,1.0
train_1808934410,3486959857,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
train_2529228087,1711502051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_597539555,19273520,1.0,1.0,0.3333,0.3333,0.2,0.3333,0.1,0.3333,0.3333
train_1485497212,3489985175,1.0,1.0,0.3333,0.3333,0.2,0.2,0.1,0.1,0.025
train_881076600,3780809574,1.0,1.0,0.6667,1.0,0.4,1.0,0.2,1.0,1.0
train_1393926975,3172177873,1.0,1.0,1.0,1.0,0.6,0.6,0.3,0.6,0.6
train_2151809732,1727226116,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
train_2863092145,2085684766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_3782945720,3027964121,1.0,1.0,0.3333,0.3333,0.2,0.25,0.1,0.25,0.25
train_1240193880,435416154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1439243152,1985393774,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
train_107552971,2144443761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_2757887323,1044028636,1.0,1.0,1.0,1.0,0.6,1.0,0.3,1.0,1.0
train_3061116826,1212739801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1386324696,462212371,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.125,0.0139
train_240333189,3761732777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_4047212550,1659966402,0.0,0.0,0.0,0.0,0.2,1.0,0.1,1.0,0.2
train_2223183919,760516569,1.0,1.0,0.3333,0.3333,0.2,0.25,0.1,0.25,0.25
train_1707323127,279532671,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
train_682644210,3211565621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_165503106,2739553029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1082064373,562240935,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
train_3138102712,2827884726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_2697814859,2823893370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_3468782493,1594949631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1518569647,562358068,1.0,1.0,0.3333,0.3333,0.4,0.4,0.2,0.2,0.028
train_2356156995,4264596835,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
train_166325095,3121905605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1386609302,2699593598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_46974641,3355383822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1795375453,2885752806,1.0,1.0,0.3333,0.5,0.2,0.5,0.1,0.5,0.5
train_2703556949,2865328053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_2375475077,1347996816,1.0,1.0,0.3333,0.3333,0.2,0.2,0.1,0.1,0.1
train_2830958124,1125799491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_2841906919,3395604817,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.3661
train_1203165730,2545019216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_2332843112,3798330592,1.0,1.0,0.6667,0.6667,0.4,0.4,0.2,0.2,0.1818
train_1619297352,4245771399,1.0,1.0,1.0,1.0,0.6,0.6,0.3,0.375,0.375
train_318889473,2901819840,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
train_3528169735,1055377026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_4006787366,638040143,1.0,1.0,0.6667,0.6667,0.6,0.6,0.3,0.6,0.4533
train_2197622529,2163353660,1.0,1.0,0.6667,0.6667,0.4,0.4,0.2,0.4,0.4
train_3531317950,3640836922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1897331336,2401981101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_2242496123,1575862070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
