row_id,image,image_path,crop_path,true_label,x1,y1,x2,y2,yolo_label,yolo_class_id,yolo_conf,det_score,used_fallback_full_image,num_detections
449,7e479a73432601d5a42807b0d0fc451c.jpg,E:\study\DoAnPython\project\data\raw\train_images\7e479a73432601d5a42807b0d0fc451c.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000449_7e479a73432601d5a42807b0d0fc451c.jpg,3272679009,0,0,738,673,cake,55,0.29433974623680115,0.2673767121892151,False,3
450,ce6a7161b5cff1ac20b4b0af79d00368.jpg,E:\study\DoAnPython\project\data\raw\train_images\ce6a7161b5cff1ac20b4b0af79d00368.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000450_ce6a7161b5cff1ac20b4b0af79d00368.jpg,1760423056,426,251,569,390,cup,41,0.7429112792015076,0.1621833912624329,False,2
451,935690ce6af099e9e68f2eacce05a329.jpg,E:\study\DoAnPython\project\data\raw\train_images\935690ce6af099e9e68f2eacce05a329.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000451_935690ce6af099e9e68f2eacce05a329.jpg,2747427000,506,241,704,522,parking meter,12,0.8167940974235535,0.1748001492800501,False,10
452,b6aded431a1a5e4c0d96c243f936d19a.jpg,E:\study\DoAnPython\project\data\raw\train_images\b6aded431a1a5e4c0d96c243f936d19a.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000452_b6aded431a1a5e4c0d96c243f936d19a.jpg,3931033117,171,418,374,568,donut,54,0.8515456914901733,0.21643271223499538,False,11
453,54f76bafaf0ab78aef0cede7f9742ecd.jpg,E:\study\DoAnPython\project\data\raw\train_images\54f76bafaf0ab78aef0cede7f9742ecd.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000453_54f76bafaf0ab78aef0cede7f9742ecd.jpg,1677660746,176,425,541,650,cup,41,0.7290899157524109,0.18951959818951453,False,9
454,daceacb19694cc94437bd50ed2ca1475.jpg,E:\study\DoAnPython\project\data\raw\train_images\daceacb19694cc94437bd50ed2ca1475.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000454_daceacb19694cc94437bd50ed2ca1475.jpg,1227793457,0,44,530,527,refrigerator,72,0.4129616916179657,0.3081660692656726,False,2
455,4e63c69d0a0c4087d958d94f46221e8b.jpg,E:\study\DoAnPython\project\data\raw\train_images\4e63c69d0a0c4087d958d94f46221e8b.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000455_4e63c69d0a0c4087d958d94f46221e8b.jpg,3047942142,61,108,218,640,tie,27,0.711359441280365,0.3046339090538314,False,5
456,1011da6155f3f6261a9c0aeae963a46f.jpg,E:\study\DoAnPython\project\data\raw\train_images\1011da6155f3f6261a9c0aeae963a46f.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000456_1011da6155f3f6261a9c0aeae963a46f.jpg,2353441254,269,272,800,743,person,0,0.8479349613189697,0.49890430707279065,False,7
457,8ea00329113d58b4f3d2d535ca468fc8.jpg,E:\study\DoAnPython\project\data\raw\train_images\8ea00329113d58b4f3d2d535ca468fc8.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000457_8ea00329113d58b4f3d2d535ca468fc8.jpg,2558633431,31,56,528,529,scissors,76,0.8434926867485046,0.5420832702652386,False,1
458,def41766388169b1ca08bade3d0f471f.jpg,E:\study\DoAnPython\project\data\raw\train_images\def41766388169b1ca08bade3d0f471f.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000458_def41766388169b1ca08bade3d0f471f.jpg,1346371099,0,0,384,384,full_image,-1,0.0,0.0,True,0
459,20fa26232a37e3affe3c56d72ab858d4.jpg,E:\study\DoAnPython\project\data\raw\train_images\20fa26232a37e3affe3c56d72ab858d4.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000459_20fa26232a37e3affe3c56d72ab858d4.jpg,2333435384,560,139,968,635,tie,27,0.5037190318107605,0.20512246130650358,False,4
460,e781c269313c121968bc85876c1cd017.jpg,E:\study\DoAnPython\project\data\raw\train_images\e781c269313c121968bc85876c1cd017.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000460_e781c269313c121968bc85876c1cd017.jpg,2675366031,270,273,800,693,cake,55,0.5580534338951111,0.3104916730527734,False,1
461,23598ed2a1716d8e4496591fbd42acd7.jpg,E:\study\DoAnPython\project\data\raw\train_images\23598ed2a1716d8e4496591fbd42acd7.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000461_23598ed2a1716d8e4496591fbd42acd7.jpg,1037916122,38,30,356,666,bottle,39,0.7556482553482056,0.4511214788972483,False,6
462,dc504339c3855b7d8ea7226a4584497f.jpg,E:\study\DoAnPython\project\data\raw\train_images\dc504339c3855b7d8ea7226a4584497f.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000462_dc504339c3855b7d8ea7226a4584497f.jpg,2091049617,300,336,323,407,carrot,51,0.26489877700805664,0.017331255399087277,False,1
463,781bfd020403715794c4549eac1dc1ef.jpg,E:\study\DoAnPython\project\data\raw\train_images\781bfd020403715794c4549eac1dc1ef.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000463_781bfd020403715794c4549eac1dc1ef.jpg,2406884704,465,0,673,297,person,0,0.9501225352287292,0.31971680213449954,False,17
464,c35424803328ffb5bd0ea422f86afe5d.jpg,E:\study\DoAnPython\project\data\raw\train_images\c35424803328ffb5bd0ea422f86afe5d.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000464_c35424803328ffb5bd0ea422f86afe5d.jpg,1436991699,129,109,484,450,scissors,76,0.8359273076057434,0.26363079311818943,False,5
465,047f737210010aaa09b99024d91e378e.jpg,E:\study\DoAnPython\project\data\raw\train_images\047f737210010aaa09b99024d91e378e.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000465_047f737210010aaa09b99024d91e378e.jpg,721918808,106,151,664,512,microwave,68,0.6141270995140076,0.3654664420616114,False,2
466,573fd862e4b22c00e0834e03719ee821.jpg,E:\study\DoAnPython\project\data\raw\train_images\573fd862e4b22c00e0834e03719ee821.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000466_573fd862e4b22c00e0834e03719ee821.jpg,2821862330,0,384,56,516,toilet,61,0.27924132347106934,0.03923372000619915,False,1
467,e4c7009b119405bf654576ed5e19afc7.jpg,E:\study\DoAnPython\project\data\raw\train_images\e4c7009b119405bf654576ed5e19afc7.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000467_e4c7009b119405bf654576ed5e19afc7.jpg,3306596061,82,0,478,540,person,0,0.7827937006950378,0.6353495448745909,False,2
468,5d88ed23f72aa6373ce244306b6e6cf1.jpg,E:\study\DoAnPython\project\data\raw\train_images\5d88ed23f72aa6373ce244306b6e6cf1.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000468_5d88ed23f72aa6373ce244306b6e6cf1.jpg,2157423883,0,0,700,700,full_image,-1,0.0,0.0,True,0
469,2ad0f1e492f1affafcbc451dac2322e7.jpg,E:\study\DoAnPython\project\data\raw\train_images\2ad0f1e492f1affafcbc451dac2322e7.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000469_2ad0f1e492f1affafcbc451dac2322e7.jpg,709353370,440,312,694,705,cup,41,0.6706164479255676,0.2460291961792411,False,7
470,743f85f67de03afb8badcc36b381bafa.jpg,E:\study\DoAnPython\project\data\raw\train_images\743f85f67de03afb8badcc36b381bafa.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000470_743f85f67de03afb8badcc36b381bafa.jpg,98002181,169,480,385,886,cup,41,0.33470770716667175,0.09178561729707514,False,2
471,7f0d0d9514f70abdc3d26e775008685d.jpg,E:\study\DoAnPython\project\data\raw\train_images\7f0d0d9514f70abdc3d26e775008685d.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000471_7f0d0d9514f70abdc3d26e775008685d.jpg,1571562762,124,68,570,585,vase,75,0.5911439061164856,0.37714271364132507,False,5
472,5926f7a2c2beba29492d75b83d73ccdc.jpg,E:\study\DoAnPython\project\data\raw\train_images\5926f7a2c2beba29492d75b83d73ccdc.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000472_5926f7a2c2beba29492d75b83d73ccdc.jpg,3205175747,389,445,456,514,scissors,76,0.27620524168014526,0.027617152316183856,False,1
473,38b1cbfa3012e28773408e45f2a4347d.jpg,E:\study\DoAnPython\project\data\raw\train_images\38b1cbfa3012e28773408e45f2a4347d.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000473_38b1cbfa3012e28773408e45f2a4347d.jpg,3514361133,118,485,526,700,book,73,0.5963826775550842,0.23774231680324964,False,6
474,bb65744e743ac2740e1cdbd7e0ca68c6.jpg,E:\study\DoAnPython\project\data\raw\train_images\bb65744e743ac2740e1cdbd7e0ca68c6.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000474_bb65744e743ac2740e1cdbd7e0ca68c6.jpg,3805795145,213,111,381,631,bottle,39,0.7066637277603149,0.26913248530866823,False,2
475,a7c785d0f268ab6d201061f8751b9e97.jpg,E:\study\DoAnPython\project\data\raw\train_images\a7c785d0f268ab6d201061f8751b9e97.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000475_a7c785d0f268ab6d201061f8751b9e97.jpg,1591196550,18,30,312,315,umbrella,25,0.8844962120056152,0.2979231208421431,False,16
476,bfb08fa08e18d12c7ed726469a1585e9.jpg,E:\study\DoAnPython\project\data\raw\train_images\bfb08fa08e18d12c7ed726469a1585e9.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000476_bfb08fa08e18d12c7ed726469a1585e9.jpg,587871078,357,71,575,755,person,0,0.8638075590133667,0.38592667497795086,False,7
477,bfd56f65ee183c82f674b02d464a8210.jpg,E:\study\DoAnPython\project\data\raw\train_images\bfd56f65ee183c82f674b02d464a8210.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000477_bfd56f65ee183c82f674b02d464a8210.jpg,3856127007,501,0,774,531,person,0,0.8772125244140625,0.3907751656572869,False,10
478,35e350816a7e0af906e7c61b0284281e.jpg,E:\study\DoAnPython\project\data\raw\train_images\35e350816a7e0af906e7c61b0284281e.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000478_35e350816a7e0af906e7c61b0284281e.jpg,2384596174,434,260,680,600,umbrella,25,0.40699246525764465,0.15606276383605672,False,9
479,741bab66e75b79dc2e02f756c3866692.jpg,E:\study\DoAnPython\project\data\raw\train_images\741bab66e75b79dc2e02f756c3866692.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000479_741bab66e75b79dc2e02f756c3866692.jpg,1571562762,632,183,700,324,potted plant,58,0.7279036641120911,0.09595512856623571,False,5
480,b16b4835de61f456f408ce75f56163d8.jpg,E:\study\DoAnPython\project\data\raw\train_images\b16b4835de61f456f408ce75f56163d8.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000480_b16b4835de61f456f408ce75f56163d8.jpg,3912654752,87,97,542,613,person,0,0.6267638802528381,0.4688045996820102,False,3
481,78d290d0fef6118132eb3ba9d9d6f442.jpg,E:\study\DoAnPython\project\data\raw\train_images\78d290d0fef6118132eb3ba9d9d6f442.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000481_78d290d0fef6118132eb3ba9d9d6f442.jpg,119853508,112,42,571,454,scissors,76,0.29000574350357056,0.1825798187426939,False,1
482,07bc0cefcb8a1e167b7eda9024692fb7.jpg,E:\study\DoAnPython\project\data\raw\train_images\07bc0cefcb8a1e167b7eda9024692fb7.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000482_07bc0cefcb8a1e167b7eda9024692fb7.jpg,3515313435,0,0,500,500,full_image,-1,0.0,0.0,True,0
483,1359a8a3dad5b8325ddd00385c5e62ba.jpg,E:\study\DoAnPython\project\data\raw\train_images\1359a8a3dad5b8325ddd00385c5e62ba.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000483_1359a8a3dad5b8325ddd00385c5e62ba.jpg,3157887931,395,280,859,520,person,0,0.6058773994445801,0.18362974578186356,False,6
484,5d8e3436737072e77a0eef70644315b0.jpg,E:\study\DoAnPython\project\data\raw\train_images\5d8e3436737072e77a0eef70644315b0.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000484_5d8e3436737072e77a0eef70644315b0.jpg,424430310,118,0,528,413,oven,69,0.3747934103012085,0.22573149061439204,False,2
485,7d69b682de77127105b19c8521053fb8.jpg,E:\study\DoAnPython\project\data\raw\train_images\7d69b682de77127105b19c8521053fb8.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000485_7d69b682de77127105b19c8521053fb8.jpg,1563437474,291,273,572,614,cup,41,0.5749173760414124,0.25838978796743817,False,4
486,b3f9552e6757503e9e4a4bdd59b01d66.jpg,E:\study\DoAnPython\project\data\raw\train_images\b3f9552e6757503e9e4a4bdd59b01d66.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000486_b3f9552e6757503e9e4a4bdd59b01d66.jpg,3906476550,20,213,141,335,clock,74,0.7015638947486877,0.12441676469182224,False,3
487,2496e03fb90ee3eed434933da0341aed.jpg,E:\study\DoAnPython\project\data\raw\train_images\2496e03fb90ee3eed434933da0341aed.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000487_2496e03fb90ee3eed434933da0341aed.jpg,850483734,0,401,241,640,vase,75,0.2696387469768524,0.09690050879799494,False,2
488,3306364bab96381f52f53217e8d4c2ec.jpg,E:\study\DoAnPython\project\data\raw\train_images\3306364bab96381f52f53217e8d4c2ec.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000488_3306364bab96381f52f53217e8d4c2ec.jpg,1088754866,501,439,827,874,book,73,0.6888681650161743,0.23468868571612814,False,2
489,b8d34845a8f80e17d44e1083484cc5f4.jpg,E:\study\DoAnPython\project\data\raw\train_images\b8d34845a8f80e17d44e1083484cc5f4.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000489_b8d34845a8f80e17d44e1083484cc5f4.jpg,1035128795,508,98,637,526,refrigerator,72,0.30257561802864075,0.06484376058004404,False,1
490,168804539e8de770969531347d62a733.jpg,E:\study\DoAnPython\project\data\raw\train_images\168804539e8de770969531347d62a733.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000490_168804539e8de770969531347d62a733.jpg,1912015102,581,0,800,310,person,0,0.8396445512771606,0.2636223996178806,False,2
491,e2ab62d2015b5b76a95631021577ccb5.jpg,E:\study\DoAnPython\project\data\raw\train_images\e2ab62d2015b5b76a95631021577ccb5.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000491_e2ab62d2015b5b76a95631021577ccb5.jpg,4212108576,0,8,455,531,refrigerator,72,0.5280745029449463,0.3802972189460352,False,2
492,9c09330009763a390622c22ee129afd9.jpg,E:\study\DoAnPython\project\data\raw\train_images\9c09330009763a390622c22ee129afd9.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000492_9c09330009763a390622c22ee129afd9.jpg,1768497190,373,0,702,1009,person,0,0.9108980894088745,0.47706285242270363,False,7
493,497c69d9a9c35935ce389361288eabc6.jpg,E:\study\DoAnPython\project\data\raw\train_images\497c69d9a9c35935ce389361288eabc6.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000493_497c69d9a9c35935ce389361288eabc6.jpg,3474623472,116,31,800,793,motorcycle,3,0.4789501130580902,0.40274639192586476,False,4
494,06b3f3f16b1a435bd46bf23ed3f6fca4.jpg,E:\study\DoAnPython\project\data\raw\train_images\06b3f3f16b1a435bd46bf23ed3f6fca4.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000494_06b3f3f16b1a435bd46bf23ed3f6fca4.jpg,19273520,162,115,207,374,toothbrush,79,0.5353359580039978,0.11694542806180708,False,9
495,1a7ffe0505be13bd512686673df20e65.jpg,E:\study\DoAnPython\project\data\raw\train_images\1a7ffe0505be13bd512686673df20e65.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000495_1a7ffe0505be13bd512686673df20e65.jpg,3079715991,199,170,243,280,bottle,39,0.7474035620689392,0.12806089463973805,False,3
496,306e0e0d27670e108127e81f4ac14cfd.jpg,E:\study\DoAnPython\project\data\raw\train_images\306e0e0d27670e108127e81f4ac14cfd.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000496_306e0e0d27670e108127e81f4ac14cfd.jpg,2674911095,11,257,154,452,cell phone,67,0.7458776831626892,0.22212375048086014,False,14
497,8f6f1fc1badf5561011f91b666676c5f.jpg,E:\study\DoAnPython\project\data\raw\train_images\8f6f1fc1badf5561011f91b666676c5f.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000497_8f6f1fc1badf5561011f91b666676c5f.jpg,2157612122,25,41,588,639,umbrella,25,0.6247467994689941,0.5254480598025512,False,1
498,1ee3f8d996dff5ab876ba2857eab923b.jpg,E:\study\DoAnPython\project\data\raw\train_images\1ee3f8d996dff5ab876ba2857eab923b.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000498_1ee3f8d996dff5ab876ba2857eab923b.jpg,2856259827,140,674,331,884,person,0,0.8056147694587708,0.14653525749959367,False,7
499,95327cfe94950bef06df0acbd56efb28.jpg,E:\study\DoAnPython\project\data\raw\train_images\95327cfe94950bef06df0acbd56efb28.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000499_95327cfe94950bef06df0acbd56efb28.jpg,665055436,235,253,297,304,donut,54,0.26734858751296997,0.022269473872974784,False,1
500,99cd05d5e5b4abc1f96264216975f89d.jpg,E:\study\DoAnPython\project\data\raw\train_images\99cd05d5e5b4abc1f96264216975f89d.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000500_99cd05d5e5b4abc1f96264216975f89d.jpg,1187866411,56,59,738,800,toothbrush,79,0.7677386999130249,0.6401301968556454,False,9
501,74008ddc00d5c50a824ddeb4b376341a.jpg,E:\study\DoAnPython\project\data\raw\train_images\74008ddc00d5c50a824ddeb4b376341a.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000501_74008ddc00d5c50a824ddeb4b376341a.jpg,399747528,453,0,566,288,bottle,39,0.7271800637245178,0.19237027369780588,False,9
502,716bf808de1dc257862dabe23f8d84f5.jpg,E:\study\DoAnPython\project\data\raw\train_images\716bf808de1dc257862dabe23f8d84f5.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000502_716bf808de1dc257862dabe23f8d84f5.jpg,2610734773,471,512,945,929,clock,74,0.3461310863494873,0.14283098334560837,False,9
503,0a0d257d1127f7d4298a7753875b372a.jpg,E:\study\DoAnPython\project\data\raw\train_images\0a0d257d1127f7d4298a7753875b372a.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000503_0a0d257d1127f7d4298a7753875b372a.jpg,2101072117,150,40,681,528,refrigerator,72,0.46294981241226196,0.32155748067868944,False,3
504,8fb860f378e8b83a6f54df2f834432ad.jpg,E:\study\DoAnPython\project\data\raw\train_images\8fb860f378e8b83a6f54df2f834432ad.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000504_8fb860f378e8b83a6f54df2f834432ad.jpg,3268999028,134,375,308,516,donut,54,0.7752548456192017,0.17646463026981235,False,6
505,2138e81949c044e98e7ea628b517e7bb.jpg,E:\study\DoAnPython\project\data\raw\train_images\2138e81949c044e98e7ea628b517e7bb.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000505_2138e81949c044e98e7ea628b517e7bb.jpg,3202957389,339,354,488,464,bowl,45,0.46204113960266113,0.0859623260193079,False,1
506,81d7131482dd6de42777324d7b4a723f.jpg,E:\study\DoAnPython\project\data\raw\train_images\81d7131482dd6de42777324d7b4a723f.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000506_81d7131482dd6de42777324d7b4a723f.jpg,718620114,92,43,515,485,clock,74,0.8668503761291504,0.5667140428845411,False,2
507,32f6ea4c4864371a6a716756fb429272.jpg,E:\study\DoAnPython\project\data\raw\train_images\32f6ea4c4864371a6a716756fb429272.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000507_32f6ea4c4864371a6a716756fb429272.jpg,209054257,205,74,301,428,bottle,39,0.7112879753112793,0.2444182549192086,False,1
508,1cef779cf960fae3d2a00db298f6a3b5.jpg,E:\study\DoAnPython\project\data\raw\train_images\1cef779cf960fae3d2a00db298f6a3b5.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000508_1cef779cf960fae3d2a00db298f6a3b5.jpg,3454455800,0,0,640,640,full_image,-1,0.0,0.0,True,0
509,ddcbf3b11393767b284e4343d06c56ce.jpg,E:\study\DoAnPython\project\data\raw\train_images\ddcbf3b11393767b284e4343d06c56ce.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000509_ddcbf3b11393767b284e4343d06c56ce.jpg,1523710385,0,0,1024,1024,full_image,-1,0.0,0.0,True,0
510,962f1f51f1ed55ebc353be4b31c155ea.jpg,E:\study\DoAnPython\project\data\raw\train_images\962f1f51f1ed55ebc353be4b31c155ea.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000510_962f1f51f1ed55ebc353be4b31c155ea.jpg,2678364648,122,119,305,366,cup,41,0.6991527676582336,0.21617621250986901,False,4
511,558348979ab1c2b3522d88c8e90c07b7.jpg,E:\study\DoAnPython\project\data\raw\train_images\558348979ab1c2b3522d88c8e90c07b7.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000511_558348979ab1c2b3522d88c8e90c07b7.jpg,27537526,57,12,313,411,book,73,0.26959285140037537,0.19778197541876638,False,1
512,76abbdec92f9d1d6d7a4de9048300099.jpg,E:\study\DoAnPython\project\data\raw\train_images\76abbdec92f9d1d6d7a4de9048300099.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000512_76abbdec92f9d1d6d7a4de9048300099.jpg,1550813244,199,155,524,525,refrigerator,72,0.650287926197052,0.2043469702561711,False,3
513,f1614aeffe66daa9e61625d6d573e215.jpg,E:\study\DoAnPython\project\data\raw\train_images\f1614aeffe66daa9e61625d6d573e215.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000513_f1614aeffe66daa9e61625d6d573e215.jpg,3983879500,12,299,531,800,cake,55,0.4936877489089966,0.2971381536695523,False,10
514,ec6b09c0b49dca6c12be72cca47bd728.jpg,E:\study\DoAnPython\project\data\raw\train_images\ec6b09c0b49dca6c12be72cca47bd728.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000514_ec6b09c0b49dca6c12be72cca47bd728.jpg,1560011052,20,226,375,409,mouse,64,0.9474419355392456,0.4781352356542244,False,2
515,5488203db407f5d604513db486b599f3.jpg,E:\study\DoAnPython\project\data\raw\train_images\5488203db407f5d604513db486b599f3.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000515_5488203db407f5d604513db486b599f3.jpg,739038796,468,499,1000,885,bed,59,0.8340862989425659,0.35535013137174637,False,10
516,c9ebc1d790b2e8da06590621dc30f00b.jpg,E:\study\DoAnPython\project\data\raw\train_images\c9ebc1d790b2e8da06590621dc30f00b.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000516_c9ebc1d790b2e8da06590621dc30f00b.jpg,3814390525,106,232,526,521,stop sign,11,0.6437108516693115,0.21947025525282268,False,4
517,0c5aeb7dd48a110b822c4286325183b2.jpg,E:\study\DoAnPython\project\data\raw\train_images\0c5aeb7dd48a110b822c4286325183b2.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000517_0c5aeb7dd48a110b822c4286325183b2.jpg,2798888215,0,280,529,800,person,0,0.6153041124343872,0.38418031272616215,False,12
518,e856de78db8db45baf52c925d6767d84.jpg,E:\study\DoAnPython\project\data\raw\train_images\e856de78db8db45baf52c925d6767d84.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000518_e856de78db8db45baf52c925d6767d84.jpg,4058480380,0,478,531,700,dining table,60,0.6986055970191956,0.32893410921866817,False,15
519,7346efb0f4f832aeed20a13ca5736899.jpg,E:\study\DoAnPython\project\data\raw\train_images\7346efb0f4f832aeed20a13ca5736899.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000519_7346efb0f4f832aeed20a13ca5736899.jpg,1754883022,110,146,611,519,book,73,0.5471256971359253,0.3433984676292062,False,1
520,a74c4fa5e17b0935c6679f409246dbbc.jpg,E:\study\DoAnPython\project\data\raw\train_images\a74c4fa5e17b0935c6679f409246dbbc.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000520_a74c4fa5e17b0935c6679f409246dbbc.jpg,637302283,396,508,824,844,book,73,0.48955830931663513,0.16847028194864178,False,2
521,a9fb5e1313e9b34b37f519a47a9dbe5c.jpg,E:\study\DoAnPython\project\data\raw\train_images\a9fb5e1313e9b34b37f519a47a9dbe5c.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000521_a9fb5e1313e9b34b37f519a47a9dbe5c.jpg,1872155459,335,104,476,608,bottle,39,0.8755136728286743,0.2709764320956677,False,13
522,a2b16d6f53b501dc8a5aba9244a33fcc.jpg,E:\study\DoAnPython\project\data\raw\train_images\a2b16d6f53b501dc8a5aba9244a33fcc.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000522_a2b16d6f53b501dc8a5aba9244a33fcc.jpg,1075808831,0,172,413,640,book,73,0.5903186798095703,0.3785012164934956,False,4
523,752eaaf43237a1020130546af9e56c3c.jpg,E:\study\DoAnPython\project\data\raw\train_images\752eaaf43237a1020130546af9e56c3c.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000523_752eaaf43237a1020130546af9e56c3c.jpg,3148564164,343,500,517,829,bottle,39,0.3221866190433502,0.069938283595176,False,3
524,fb51f16b410d8a175de78dc3c6cc2fdc.jpg,E:\study\DoAnPython\project\data\raw\train_images\fb51f16b410d8a175de78dc3c6cc2fdc.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000524_fb51f16b410d8a175de78dc3c6cc2fdc.jpg,1605252728,0,462,618,988,cell phone,67,0.4878246784210205,0.2562719467392963,False,5
525,2c0dcb04204da937cefc98e9434dc264.jpg,E:\study\DoAnPython\project\data\raw\train_images\2c0dcb04204da937cefc98e9434dc264.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000525_2c0dcb04204da937cefc98e9434dc264.jpg,794555454,2,108,530,640,person,0,0.25162553787231445,0.19596421039797465,False,1
526,8db8764847ae12f531567a4ab8d73340.jpg,E:\study\DoAnPython\project\data\raw\train_images\8db8764847ae12f531567a4ab8d73340.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000526_8db8764847ae12f531567a4ab8d73340.jpg,3085147105,39,291,526,520,toothbrush,79,0.5536945462226868,0.20751180542474904,False,6
527,e1a3facc2000b71a4465d81f167c8c5f.jpg,E:\study\DoAnPython\project\data\raw\train_images\e1a3facc2000b71a4465d81f167c8c5f.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000527_e1a3facc2000b71a4465d81f167c8c5f.jpg,881032365,53,77,911,731,cake,55,0.8909508585929871,0.6801005584803547,False,5
528,4ee1a912449c99e577061ede489251a9.jpg,E:\study\DoAnPython\project\data\raw\train_images\4ee1a912449c99e577061ede489251a9.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000528_4ee1a912449c99e577061ede489251a9.jpg,1186806654,165,92,454,488,bottle,39,0.5974663496017456,0.29372000396809905,False,6
529,790377e287d0a26e23422ad99193e75d.jpg,E:\study\DoAnPython\project\data\raw\train_images\790377e287d0a26e23422ad99193e75d.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000529_790377e287d0a26e23422ad99193e75d.jpg,584321400,39,305,396,554,cake,55,0.8478339314460754,0.29304937094359085,False,3
530,5a159efcc2a0a9e5158347c6112c3fa9.jpg,E:\study\DoAnPython\project\data\raw\train_images\5a159efcc2a0a9e5158347c6112c3fa9.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000530_5a159efcc2a0a9e5158347c6112c3fa9.jpg,2533528738,116,156,554,523,chair,56,0.6034606695175171,0.3508400809660065,False,6
